Routing Number,Name,City,State
273975946,THE MUNICIPAL CREDIT UNION,SIOUX CITY,IA
273975991,TELCO-TRIAD COMMUNITY CREDIT UNION,SIOUX,IA
273976181,MIDLAND CREDIT UNION,URBANDALE,IA
273976262,ALLEN HOSPITAL PERSONNELCU,WATERLOO,IA
273976356,CEDAR FALLS COMMUNITY CREDIT UNION,CEDAR FALLS,IA
273976369,VERIDIAN CREDIT UNION,WATERLOO,IA
273976408,PUBLIC EMPLOYEES CREDIT UNION,WATERLOO,IA
273976479,VERIDIAN CREDIT UNION,WATERLOO,IA
273976482,DUPACO COMMUNITY CREDIT UNION,DUBUQUE,IA
273976495,WATERLOO FIREMENS CU,WATERLOO,IA
273976592,PEOPLES CREDIT UNION,WEBSTER CITY,IA
274070439,BMO HARRIS BANK NA,NAPERVILLE,IL
274073711,INDIANA MEMBERS CREDIT UNION,INDIANAPOLIS,IN
274073766,ENERGY PLUS CREDIT UNION,INDIANAPOLIS,IN
274073805,NORTHPARK COMMUNITY CREDIT UNION,INDIANAPOLIS,IN
274073818,FINANCIAL CENTER FCU,INDIANAPOLIS,IN
274073834,ELEMENTS FINANCIAL FEDERAL CREDIT UN,INDIANAPOLIS,IN
274073863,HOOSIER UNITED CREDIT UNION,INDIANAPOLIS,IN
274073876,FINANCIAL CENTER FIRST CREDIT UNION,INDIANAPOLIS,IN
274073928,FIREFIGHTERS CREDIT UNION,INDIANAPOLIS,IN
274073957,HALE FCU,INDIANAPOLIS,IN
274074037,FORUM CREDIT UNION,INDIANAPOLIS,IN
274074040,INDIANA MEMBERS CREDIT UNION,INDIANAPOLIS,IN
274074066,PROFESSIONAL POLICE OFFICERS CU,INDIANAPOLIS,IN
274074105,INDIANAPOLIS POST OFFICE CR UN,INDIANAPOLIS,IN
274074134,HARVESTER FCU,SHELBYVILLE,IN
274074163,KEMBA INDIANAPOLIS CU,INDIANAPOLIS,IN
274074192,LINK FEDERAL CREDIT UNION,INDIANAPOLIS,IN
274074202,HOOSIER UNITED CREDIT UNION,INDIANAPOLIS,IN
274074257,CLARIAN FEDERAL CREDIT UNION,INDIANAPOLIS,IN
274074325,FAMILY HORIZONS CREDIT UNION,INDIANAPOLIS,IN
274074600,INDIANA MEMBERS CREDIT UNION,INDIANAPOLIS,IN
274086339,ALLOYA CORPORATE FCU,WARRENVILLE,IL
274086533,INDIANA MEMBERS CREDIT UNION,INDIANAPOLIS,IN
274970021,FIRST FEDERAL SAVINGS BANK ANGOLA,ANGOLA,IN
274970050,HORIZON BK  AN INDIANA BANK,MICHIGAN CITY,IN
274970063,FIRST FINANCIAL BANK,CINCINNATI,OH
274970076,FIRST FINANCIAL BANK,CINCINNATI,OH
274970144,FIRST FINANCIAL BANK,CINCINNATI,OH
274970173,FIRST MERCHANTS BK OF CENTRAL IND NA,DALEVILLE,IN
274970186,FIRST FINANCIAL BANK,CINCINNATI,OH
274970199,FIRST FINANCIAL BANK,CINCINNATI,OH
274970267,MUTUAL SAVINGS BANK,FRANKLIN,IN
274970351,FIRST FEDERAL SAVINGS & LOAN,GREENSBURG,IN
274970380,FIRST FEDERAL SAVINGS BANK,HUNTINGTON,IN
274970568,FCN BANK  NATIONAL ASSOCIATION,BROOKVILLE,IN
274970584,CIVISTA BANK,SANDUSKY,OH
274970607,SECURITY FED SVGS BK,LOGANSPORT,IN
274970610,LOGANSPORT SAVINGS BANK FSB,LOGANSPORT,IN
274970649,HOME BANK SB,MARTINSVILLE,IN
274970652,PEOPLES COMMUNITY BANK SB OF MONTICE,MONTICELLO,IN
274970665,BMO HARRIS BANK NA,NAPERVILLE,IL
274970681,NORTHWEST BANK,WARREN,PA
274970717,FIRST MERCHANTS BANK  N.A,DALEVILLE,IN
274970791,FIRST BANK RICHMOND,RICHMOND,IN
274970801,BMO HARRIS BANK N.A.,NAPERVILLE,IL
274970814,THREE RIVERS FEDERAL CREDIT UNION,FORT WAYNE,IN
274970827,FIRST FED SAVINGS BANK,ROCHESTER,IN
274970830,BMO HARRIS BANK NA,NAPERVILLE,IL
274970843,FIRST MERCHANTS BANK,DALEVILLE,IN
274970872,CRANE CREDIT UNION,ODON,IN
274970937,FIFTH THIRD BANK,CINCINNATI,OH
274970995,CROSSROADS BANK,WABASH,IN
274971101,UNION SAVINGS AND LOAN ASSOCIATION,CONNERSVILLE,IN
274971729,THE HOMETOWN SAVINGS BANK,TERRE HAUTE,IN
274971800,FARM & MECH FED S&L ASSN,BLOOMFIELD,IN
274972579,INDEPENDENT FEDERAL CREDIT UNION,ANDERSON,IN
274972582,LAMPCO FCU,ANDERSON,IN
274972605,MADISON COUNTY FCU,ANDERSON,IN
274972689,BEACON CREDIT UNION,WABASH,IN
274972744,INDIANA UNIVERSITY CREDIT UNION,BLOOMINGTON,IN
274972760,INDIANA MEMBER CREDIT UNION,INDIANAPOLIS,IN
274972838,WEATHERHEAD C C FCU,COLUMBIA CITY,IN
274972854,BAR-CONS FED CREDIT UNION,COLUMBUS,IN
274972883,CENTRA CREDIT UNION,COLUMBUS,IN
274972919,BUSINESS & INDUSTRIAL FCU,COLUMBUS,IN
274972948,WHITEWATER REGIONAL FCU,CONNERSVILLE,IN
274972980,CENTRAL SOYA FCU,DECATUR,IN
274973057,PUBLIC SERVICE CREDIT UNION,FT WAYNE,IN
274973073,PROFED FEDERAL CREDIT UNION,FORT WAYNE,IN
274973141,MIDWEST AMERICA FCU,FORT WAYNE,IN
274973167,FIRE POLICE CITY COUNTY FCU,FORT WAYNE,IN
274973183,PROFED FEDERAL CREDIT UNION,FORT WAYNE,IN
274973196,FIRE POLICE CITY COUNTY FCU,FORT WAYNE,IN
274973206,PARTNERS 1ST FEDERAL CREDIT UNION,FORT WAYNE,IN
274973219,POWER ONE FEDERAL CREDIT UNION,FORT WAYNE,IN
274973222,THREE RIVERS F C U,FORT WAYNE,IN
274973316,PARTNERS 1ST FEDERAL CREDIT UNION,FORT WAYNE,IN
274973358,PUBLIC SERVICE CREDIT UNION,FORT WAYNE,IN
274973374,FORT FINANCIAL CREDIT UNION,FORT WAYNE,IN
274973390,PHILIPS ELECTRONICS FEDERAL CU,FORT WAYNE,IN
274973549,PERFECT CIR CU,HAGERSTOWN,IN
274973578,COMMUNITY CREDIT UNION,HUNTINGTON,IN
274973581,PARTNERS 1ST FEDERAL CREDIT UNION,FORT WAYNE,IN
274973594,PUBLIC SERVICE CREDIT UNION,FORT WAYNE,IN
274973620,OUR SUNDAY VISITOR EFCU,HUNTINGTON,IN
274974645,FINANCIAL CENTER FIRST CREDIT UNION,INDIANAPOLIS,IN
274974658,INDIANA HEARTLAND FEDERAL C U,KOKOMO,IN
274974661,HOWARD CO. SCH EFCU,KOKOMO,IN
274974700,CITY OF FIRSTS COMMUNITY FCU,KOKOMO,IN
274974726,SOLIDARITY FEDERAL CREDIT UNION,KOKOMO,IN
274974755,HAYNES INTERNATIONAL FCU,KOKOMO,IN
274974768,FINANCIAL BUILDERS FCU,KOKOMO,IN
274974852,CHRISTIAN FAMILY CREDIT UNION  INC.,NORTH CANTON,OH
274974865,TIPPECANOE FEDERAL CU,LAFAYETTE,IN
274974878,INDUSTRIAL FEDERAL CREDIT UNION,LAFAYETTE,IN
274974917,HOOSIER HILLS CREDIT UNION,BEDFORD,IN
274974946,COMMUNITY SPIRIT CU,LAWRENCEBURG,IN
274975042,DIVERSIFIED GENERAL FCU,LOGANSPORT,IN
274975107,RIVERSIDE COMMUNITY FCU,MARION,IN
274975152,VIA CREDIT UNION,MARION,IN
274975165,AFENA FEDERAL CREDIT UNION,MARION,IN
274975220,FORTRESS FEDERAL CREDIT UNION,MARION,IN
274975259,LAKES FEDERAL CREDIT UNION,MONTICELLO,IN
274975262,FIRST COUNTY FEDERAL CREDIT UNION,MUNCIE,IN
274975291,FINANCIAL CENTER FIRST CREDIT UNION,INDIANAPOLIS,IN
274975301,DEL MET FEDERAL CREDIT UNION,MUNCIE,IN
274975356,FIRST COUNTY FEDERAL CREDIT UNION,MUNCIE,IN
274975385,MUNCIE FEDERAL CREDIT UNION,MUNCIE,IN
274975408,MUNCIE POST OFFICE CREDIT UNION,MUNCIE,IN
274975424,PRIMETRUST FINANCIAL FCU,MUNCIE,IN
274975437,THRIVE FCU,MUNCIE,IN
274975466,EASTERN INDIANA FCU,NEW CASTLE,IN
274975592,HOMETOWN FEDERAL CREDIT UNION,PERU,IN
274975602,CROSSROADS FINANCIAL FCU,PORTLAND,IN
274975660,NATCO CREDIT UNION,RICHMOND,IN
274975709,RICHMOND CITY EMPLOYEES FEDERAL C.U.,RICHMOND,IN
274975754,WUFFACE FEDERAL CREDIT UNION,RICHMOND,IN
274975770,WAYNE COUNTY FEDERAL CREDIT UNION,RICHMOND,IN
274975848,CRANE CREDIT UNION,ODON,IN
274975880,ADVANTAGEPLUS OF INDIANA FCU,TERRE HAUTE,IN
274975929,CRANE CREDIT UNION,ODON,IN
274975932,INDIANA STATE UNIV FCU,TERRE HAUTE,IN
274975958,CRANE CREDIT UNION,ODON,IN
274976009,T H P FEDERAL CREDIT UNION,TERRE HAUTE,IN
274976025,VIGO COUNTY FCU,TERRE HAUTE,IN
274976038,ENCOMPASS FEDERAL CREDIT UNION,TIPTON,IN
274976067,PURDUE FEDERAL CREDIT UNION,WEST LAFAYETTE,IN
274976151,BEACON CREDIT UNION,WABASH,IN
274976193,A H E PLANT NO 3 FCU,WINCHESTER,IN
274976203,FINANCIAL PARTNERS FED CR UN,WOODBURN,IN
274976216,INDIANA MEMBERS CREDIT UNION,INDIANAPOLIS,IN
274986413,HEALTH CARE PROFESSIONALS FCU,RICHMOND,IN
274986594,INDIANA LAKES FEDERAL CREDIT UNION,WARSAW,IN
274986659,VULCRAFT EFCU,SAINT JOE,IN
275071246,EMPOWER CREDIT UNION,WEST ALLIS,WI
275071259,THE EQUITABLE BANK S S B,WAUWATOSA,WI
275071288,FIRST CITIZENS BANK & TRUST CO.,RALEIGH,NC
275071314,BMO HARRIS BANK N.A.,NAPERVILLE,IL
275071327,PYRAMAX BANK,GREENFIELD,WI
275071330,ASSOCIATED BANK  NA,GREEN BAY,WI
275071356,NORTH SHORE BANK,BROOKFIELD,WI
275071385,HUNTINGTON NATIONAL BANK,COLUMBUS,OH
275071398,BMO HARRIS BANK NA,NAPERVILLE,IL
275071408,PNC BANK  NA,CLEVELAND,OH
275071767,BMO HARRIS BANK NA,NAPERVILLE,IL
275071770,WATERSTONE BANK,WAUWATOSA,WI
275077279,TRUSTONE FINANCIAL CREDIT UNION,PLYMOUTH,MN
275077282,TRUSTONE FINANCIAL CREDIT UNION,PLYMOUTH,MN
275079578,AIR TECH CU,MILWAUKEE,WI
275079581,CONNEXUS CREDIT UNION,WAUSAU,WI
275079662,BREWERY CREDIT UNION,MILWAUKEE,WI
275079714,LANDMARK CREDIT UNION,NEW BERLIN,WI
275079879,MARINE CREDIT UNION,LA CROSSE,WI
275079882,GREAT LAKES CREDIT UNION,NORTH CHGO,IL
275079976,GUARDIAN CREDIT UNION,WEST ALLIS,WI
275080253,SUMMIT CREDIT UNION,MADISON,WI
275080282,PRIME FINANCIAL CREDIT UNION,CUDAHY,WI
275080334,NORTHWESTERN MUTUAL CREDIT UNION,MILWAUKEE,WI
275080567,SUMMIT CREDIT UNION,MADISON,WI
275080570,ENTERPRISE CREDIT UNION,BROOKFIELD,WI
275081582,TRUSTONE FINANCIAL CREDIT UNION,PLYMOUTH,MN
275082439,FOCUS CREDIT UNION,WAUWATOSA,WI
275082468,PRIME FINANCIAL CREDIT UNION,CUDAHY,WI
275082471,APPLETREE CREDIT UNION,WEST ALLIS,WI
275082646,SUMMIT CREDIT UNION,MADISON,WI
275082866,CORPORATE CENTRAL CR UNION,MUSKEGO,WI
275970020,MARATHON BANK,WAUSAU,WI
275970130,FOX VALLEY SAVINGS BANK,FOND DU LAC,WI
275970813,HUNTINGTON NATIONAL BANK,COLUMBUS,OH
275970826,BMO HARRIS BANK N.A.,NAPERVILLE,IL
275971029,EAST WISCONSIN SAVINGS BANK S A,KAUKAUNA,WI
275971087,OLD NATIONAL BANK,EVANSVILE,IN
275971113,DUPACO COMMUNITY CREDIT UNION,DUBUQUE,IA
275971139,FORWARD BANK,MARSHFIELD,WI
275971142,MAYVILLE SAVINGS BANK,MAYVILLE,WI
275971498,PAPER CITY SAVINGS ASSOC.,WISCONSIN RAPIDS,WI
275971524,HUNTINGTON NATIONAL BANK,COLUMBUS,OH
275971582,BMO HARRIS BANK NA,NAPERVILLE,IL
275971692,FIRST FED SB OF WISCONSIN,WAUKESHA,WI
275971825,WESTBURY BANK,WEST BEND,WI
275971838,KEYSAVINGS BANK,WISCONSIN RAPIDS,WI
275971854,BLACKHAWK BANK,BELOIT,WI
275971906,GREAT MIDWEST BANK S S B,BROOKFIELD,WI
275976655,CO VANTAGE CREDIT UNION,ANTIGO,WI
275976833,COMMUNITY FIRST CREDIT UNION,APPLETON,WI
275976891,COMMUNITY FIRST CREDIT UNION,APPLETON,WI
275976943,ATHENS AREA CREDIT UNION,ATHENS,WI
275977049,ADVIA CREDIT UNION,PARCHMENT,MI
275977052,FIRST COMMUNITY CREDIT UNION,BELOIT,WI
275977094,TEACHERS CREDIT UNION,BELOIT,WI
275977120,CO OP CREDIT UNION,BLK RIVER FALLS,WI
275977146,CITIZENSFIRST CREDIT UNION,OSHKOSH,WI
275977159,BROKAW CREDIT UNION,WESTON,WI
275977256,FOX COMMUNITIES CREDIT UNION,APPLETON,WI
275977450,FOND DU LAC CREDIT UNION,FOND DU LAC,WI
275977489,MARINE CREDIT UNION,LA CROSSE,WI
275977515,COMPASSIONATE CARE CREDIT UNION,FOND DU LAC,WI
275977560,FORT COMMUNITY CREDIT UNION,FORT ATKINSON,WI
275977641,CAPITAL CREDIT UNION,GREEN BAY,WI
275977748,CAPITAL CREDIT UNION,GREEN BAY,WI
275977777,CAPITAL CREDIT UNION,GREEN BAY,WI
275977858,PCM CREDIT UNION,GREEN BAY,WI
275977890,FOX COMMUNITIES CREDIT UNION,APPLETON,WI
275977900,SERVICE CREDIT UNION,GREEN BAY,WI
275977926,WISCONSIN MEDICAL CREDIT UNION,GREEN BAY,WI
275978048,BLACKHAWK CREDIT UNION,JANESVILLE,WI
275978080,SUMMIT CREDIT UNION,MADISON,WI
275978145,HEARTLAND CREDIT UNION,MADISON,WI
275978161,COUNTY-CITY CREDIT UNION,JEFFERSON,WI
275978213,UNISON CREDIT UNION,KAUKAUNA,WI
275978226,TRUSTONE FINANCIAL CREDIT UNION,PLYMOUTH,MN
275978307,TRUSTONE FINANCIAL CREDIT UNION,PLYMOUTH,MN
275978310,SOUTHERN LAKES CREDIT UNION,KENOSHA,WI
275978394,CAPITAL CREDIT UNION,GREEN BAY,WI
275978417,KOHLER CREDIT UNION,SHEBOYGAN,WI
275978721,MADISON CREDIT UNION,MADISON,WI
275978734,SUMMIT CREDIT UNION,MADISON,WI
275978750,HEARTLAND CREDIT UNION,MADISON,WI
275978828,HEARTLAND CREDIT UNION,MADISON,WI
275978886,HEARTLAND CREDIT UNION,MADISON,WI
275978983,CONNEXUS CREDIT UNION,WAUSAU,WI
275979021,ST MARYS & AFFILIATES CREDIT UNION,MADISON,WI
275979034,SUMMIT CREDIT UNION,MADISON,WI
275979050,MEMBERS FIRST CREDIT UNION,MADISON,WI
275979063,CONNEXUS CREDIT UNION,WAUSAU,WI
275979076,UNIVERSITY OF WISCONSIN C U,MADISON,WI
275979144,WEA CU,MADISON,WI
275979173,UNITEDONE CREDIT UNION,MANITOWOC,WI
275979212,HOLY FAMILY MEMORIAL CR UN,MANITOWOC,WI
275979267,SHIPBUILDERS CU,MANITOWOC,WI
275979306,BAY SHORE CREDIT UNION,MARINETTE,WI
275979351,TRI-COUNTY CREDIT UNION,MENOMINEE,MI
275979364,SIMPLICITY CREDIT UNION,MARSHFIELD,WI
275979377,MARSHFIELD MEDICAL CENTER CR UN,MARSHFIELD,WI
275979393,FIRST CHOICE CR UN,MARSHFIELD,WI
275979429,PROSPERA CREDIT UNION,APPLETON,WI
275979474,COMMUNITY FIRST CREDIT UNION,APPLETON,WI
275979490,EVERGREEN CREDIT UNION,NEENAH,WI
275980735,VALLEY COMMUNITIES CREDIT UNION,MOSINEE,WI
275980751,BADGER GLOBE CREDIT UNION,NEENAH,WI
275980777,SIMPLICITY CREDIT UNION,MARSHFIELD,WI
275980816,CITIZENSFIRST CREDIT UNION,OSHKOSH,WI
275980832,COMMUNITY FIRST CREDIT UNION,APPLETON,WI
275980861,NEKOOSA CU,NEKOOSA,WI
275980887,PREMIER FINANCIAL CREDIT UNION,NEW HOLSTEIN,WI
275980900,FORWARD FINANCIAL CREDIT UNION,NIAGARA,WI
275980926,OAKDALE CU,OAKDALE,WI
275980968,NEW CREDIT UNION,OCONTO FALLS,WI
275981064,HEALTH CARE CREDIT UNION,OSHKOSH,WI
275981080,COMMUNITY FIRST CREDIT UNION,APPLETON,WI
275981093,COMMUINITY FIRST CREDIT UNION,APPLETON,WI
275981116,OSHKOSH POSTAL EMP CRE UNI,OSHKOSH,WI
275981132,HEALTHCARE CREDIT UNION,OSHKOSH,WI
275981145,OSHKOSH COMMUNITY C U,OSHKOSH,WI
275981158,PROSPERA CREDIT UNION,APPLETON,WI
275981174,WINNEBAGO COMMUNITY CREDIT UNION,OSHKOSH,WI
275981187,VERVE  A CREDIT UNION,OSHKOSH,WI
275981378,EDUCATORS CREDIT UNION,RACINE,WI
275981394,MCU FINANCIAL CENTER CU,RACINE,WI
275981420,RACINE MUNCIPAL EMPL CR UNION,RACINE,WI
275981543,GOLDEN RULE COMMUNITY CREDIT UNION,RIPON,WI
275981792,SHEBOYGAN AREA CREDIT UNION,SHEBOYGAN,WI
275981828,SHEBOYGAN AREA CREDIT UNION,SHEBOYGAN,WI
275981873,MEADOWLAND CREDIT UNION,SHEBOYGAN FALLS,WI
275981909,1ST COMMUNITY CREDIT UNION,SPARTA,WI
275981954,SIMPLICITY CREDIT UNION,MARSHFIELD,WI
275981967,SENTRY CREDIT UNION,STEVENS POINT,WI
275982005,CENTRAL WISCONSIN CREDIT UNION,PLOVER,WI
275982050,TOMAH AREA CREDIT UNION,TOMAH,WI
275982102,SHORELINE CREDIT UNION,TWO RIVERS,WI
275982115,VERVE  A CREDIT UNION,OSHKOSH,WI
275982144,AVESTAR CREDIT UNION,WATERLOO,WI
275982238,1ST CLASS EXPRESS CREDIT UNION,WAUKESHA,WI
275982283,CLOVERBELT CREDIT UNION,WAUSAU,WI
275982296,CONNEXUS CREDIT UNION,WAUSAU,WI
275982322,MARATHON COUNTY EMPL CR UN,WAUSAU,WI
275982335,M.E. EMPL CU,WAUSAU,WI
275982351,PUBLIC SERVICE CU,WAUSAU,WI
275982526,GLACIER HILLS CREDIT UNION,WEST BEND,WI
275982539,WESTBY CO-OP CREDIT UNION,WESTBY,WI
275982584,MEMBERS' ADVANTAGE CREDIT UNION,WISCONSIN RAPIDS,WI
275982801,COMMUNITY FIRST CREDIT UNION,APPLETON,WI
275983017,BADGER GLOBE CREDIT UNION,NEENAH,WI
281070901,COLLINSVILLE B&L ASN,COLLINSVILLE,IL
281070914,FIRST NATIONAL BANK,WATERLOO,IL
281070985,FIRST MID-ILLINOIS BANK & TRUST,MATTOON,IL
281071081,GUARDIAN SAVINGS BANK,GRANITE CITY,IL
281071227,FIRST FEDL SAVINGS BANK OF MASCOUTAH,MASCOUTAH,IL
281073445,MIDLAND STATES BANK,EFFINGHAM,IL
281073458,PNC BANK  NA,CLEVELAND,OH
281073568,PNC BANK  NA,CLEVELAND,OH
281076167,STATE EMPLOYEES CREDIT UNION,ALTON,IL
281076170,ALTONIZED COMMUNITY FED CREDIT UNION,ALTON,IL
281076235,1ST MID AMERICA CREDIT UNION,BETHALTO,IL
281076277,CATHOLIC & COMMUNITY CREDIT UNION,BELLEVILLE,IL
281076675,CATHOLIC & COMMUNITY CREDIT UNION,BELLEVILLE,IL
281076688,GCS CREDIT UNION,GRANITE CITY,IL
281076730,1ST MID AMERICA CREDIT UNION,BETHALTO,IL
281076743,SIUE CREDIT UNION,EDWARDSVILLE,IL
281076853,GCS CREDIT UNION,GRANITE CITY,IL
281076866,1ST MIDAMERICA CREDIT UNION,BETHALTO,IL
281076895,MIDWEST MEMBERS CREDIT UNION,WOOD RIVER,IL
281076905,1ST MIDAMERICA CREDIT UNION,BETHALTO,IL
281077522,SCOTT CREDIT UNION,EDWARDSVILLE,IL
281077603,MIDWEST MEMBERS CREDIT UNION,WOOD RIVER,IL
281080315,WEST COMMUNITY C U,O'FALLON,MO
281080360,COUNTY CU,CLAYTON,MO
281080739,ALLTRU FEDERAL CREDIT UNION,WENTZVILLE,MO
281080768,DE SOTO MO PAC CREDIT UNION,DE SOTO,MO
281080988,DIVISION #6 HIGHWAY CREDIT UNION,CHESTERFIELD,MO
281080991,WEST COMMUNITY CREDIT UNION,O'FALLON,MO
281081000,CENTURY CREDIT UNION,ST LOUIS,MO
281081013,FIRST MISSOURI CREDIT UNION,ST LOUIS,MO
281081233,ARSENAL CREDIT UNION,ARNOLD,MO
281081246,MEMBERS 1ST CREDIT UNION,ST LOUIS,MO
281081466,ST. LOUIS COMMUNITY CU,ST LOUIS,MO
281081479,VANTAGE CREDIT UNION,SAINT CHARLES,MO
281081495,ELECTRO SVGS CU,ST LOUIS,MO
281081505,ALLIANCE CREDIT UNION,FENTON,MO
281081738,WEST COMMUNITY CREDIT UNION,FLORISSANT,MO
281081877,FIRST COMMUNITY CR UNION,CHESTERFIELD,MO
281081961,PROCTER & GAMBLE ST. LOUIS EMPL CU,ST. LOUIS,MO
281082148,ALLIANCE CREDIT UNION,FENTON,MO
281082216,PATRIOT CREDIT UNION,ST. LOUIS,MO
281082258,ST LOUIS COMMUNITY CREDIT UNION,ST LOUIS,MO
281082339,GATEWAY METRO CREDIT UNION,ST LOUIS,MO
281082384,NEIGHBORS CREDIT UNION,MEHLVILLE,MO
281082397,ST. LOUIS POLICEMENS CU,ST. LOUIS,MO
281082407,TOGETHER CREDIT UNION,ST. LOUIS,MO
281082423,ST. LOUIS COMMUNITY CREDIT UNION,ST LOUIS,MO
281082436,ST LOUIS FIREFIGHTERS & COMM CU,ST. LOUIS,MO
281082504,HEALTH CARE FAMILY C U,ST. LOUIS,MO
281082915,TOGETHER CREDIT UNION,ST. LOUIS,MO
281082931,ST. LOUIS COMMUNITY CREDIT UNION,ST. LOUIS,MO
281082944,HEALTH CARE FAMILY CU,ST. LOUIS,MO
281085585,MILLENNIUM CORPORATE CREDIT UNION,WICHITA,KS
281085705,MISSOURI VALLEY FCU,ST. PETERS,MO
281271014,WASHINGTON SAVINGS BANK,EFFINGHAM,IL
281271056,MARION COUNTY SAVINGS BANK,SALEM,IL
281271137,CNB BANK & TRUST N.A.,CARLINVILLE,IL
281271179,FIRST NATIONAL BANK OF CARMI,CARMI,IL
281271263,WABASH SAVINGS BANK,MT. CARMEL,IL
281271438,FIRST ROBINSON SAVINGS BK  N.A.,ROBINSON,IL
281271454,MARION COUNTY SAVINGS BANK,SALEM,IL
281276242,A.S.H. EMPLOYEES CREDIT UNION,ANNA,IL
281276378,CARBONDALE HIGHWAY CREDIT UNION,CARBONDALE,IL
281276420,SIU CREDIT UNION,CARBONDALE,IL
281277063,AMBRAW FEDERAL CU,LAWRENCEVILLE,IL
281277199,VIBRANT CREDIT UNION,MOLINE,IL
281277319,WESTERN IL SCHOOL EMPLOYEES CR UN.,QUINCY,IL
281277351,UNITED COMMUNITY CREDIT UNION,QUINCY,IL
281277364,UNITED COMMUNITY CREDIT UNION,QUINCY,IL
281277377,HOMETOWN CREDIT UNION,QUINCY,IL
281277403,MEMBERS FIRST CREDIT UNION,QUINCY,IL
281277445,QUINCY POSTAL EMPLOYEES CU,QUINCY,IL
281277555,RIVER TO RIVER CREDIT UNION,VIENNA,IL
281371613,FARMERS AND MECHANICS FED SAVINGS BK,BLOOMFIELD,IN
281371626,BOONVILLE FEDERAL SAVINGS BANK,BOONVILLE,IN
281371972,GERMAN AMERICAN BANK,JASPER,IN
281372007,FIRST FEDERAL SAVINGS BANK,WASHINGTON,IN
281377691,PSEPEFCU,LINTON,IN
281378108,HERITAGE FEDERAL CREDIT UNION,NEWBURGH,IN
281378179,WESTERN INDIANA CREDIT UNION,SULLIVAN,IN
281572988,F & M BANK AND TRUST CO,HANNIBAL,MO
281573013,F & M BANK AND TRUST CO,HANNIBAL,MO
281573204,STOCKMENS BANK,COLORADO SPRINGS,CO
281573259,SOUTHERN BANK,POPLAR BLUFF,MO
281573275,SOUTHERN BANK,POPLAR BLUFF,MO
281573288,PROGRESSIVE OZARK BANK,SALEM,MO
281573686,WEST PLAINS SAVING LOAN,WEST PLAINS,MO
281580381,ACADEMIC EMPLOYEES CREDIT UNION,COLUMBIA,MO
281580417,MISSOURI CREDIT UNION,COLUMBIA,MO
281580420,COLUMBIA CREDIT UNION,COLUMBIA,MO
281580462,SHELTER INSURANCE FCU,COLUMBIA,MO
281580501,CAPE REGIONAL CREDIT UNION,CAPE GIRARDEAU,MO
281580572,OUR LADY OF SNOWS C.U.,HENLEY,MO
281580679,INFUZE CREDIT UNION,FORT LEONARD WOOD,MO
281580695,COMMUNITY FIRST CREDIT UNION,HANNIBAL,MO
281580705,NORTHEAST REGIONAL CREDIT UNION,HANNIBAL,MO
281581047,HORIZON CREDIT UNION,MACON,MO
281581063,UNITED CREDIT UNION,MEXICO,MO
281581076,SHOW-ME CREDIT UNION,MEXICO,MO
281581144,OZARK FEDERAL CREDIT UNION,POPLAR BLUFF,MO
281581160,RIVERWAYS FEDERAL CREDIT UNION,ROLLA,MO
281582693,DIVISION 10 HIGHWAY EMPL C.U.,SIKESTON,MO
281583045,SOUTH CENTRAL MISSOURI CREDIT UNION,WILLOW SPRINGS,MO
281586398,WEST COMMUNITY CREDIT UNION,O'FALLON,MO
281970881,CHESTER NATIONAL BANK,CHESTER,IL
281971301,NASHVILLE SAVINGS BANK,NASHVILLE,IL
281971356,NOKOMIS SAVINGS BANK,CINCINNATI,OH
281971424,NORTH COUNTY SAVINGS BANK,RED BUD,IL
281971505,SCOTT CREDIT UNION,EDWARDSVILLE,IL
281972931,OZARKS FED SVGS AND LOAN ASSN.,FARMINGTON,MO
281980619,LEADCO CU,PARK HILLS,MO
281980622,SEMO COMMUNITY CREDIT UNION,PARK HILLS,MO
281985973,KASKASKIA VALLEY COMMUNITY CU,CENTRALIA,IL
282074566,ALCOA COMMUNITY FCU,BENTON,AR
282074582,HURRICANE CREEK FCU,BENTON,AR
282075028,ARKANSAS FCU,LITTLE ROCK,AR
282075086,COOPERATIVE EXTENSION SERVICE FCU,LITTLE ROCK,AR
282075138,ARKANSAS TEACHERS FEDERAL CU,LITTLE ROCK,AR
282075141,SOUTHERN GAS FEDERAL CREDIT UNION,LITTLE ROCK,AR
282075170,BAPTIST HEALTH FEDERAL CREDIT UNION,LITTLE ROCK,AR
282075219,DILLARD'S FEDERAL CREDIT UNION,LITTLE ROCK,AR
282075222,LITTLE ROCK FEDERAL CREDIT UNION,MABELVALE,AR
282075235,ORION FEDERAL CREDIT UNION,MEMPHIS,TN
282075251,ELECTRIC COOPERATIVES FCU,LITTLE ROCK,AR
282075264,TELCOE FEDERAL CREDIT UNION,LITTLE ROCK,AR
282075303,UNITED ARKANSAS FEDERAL CREDIT UNION,LITTLE ROCK,AR
282075390,TRUSERVICE COMMUNITY FEDERAL CU,LITTLE ROCK,AR
282075413,LITTLE ROCK FIRE DEPARTMENT FCU,LITTLE ROCK,AR
282075471,UNITED ARKANSAS FCU,LITTLE ROCK,AR
282075523,TELCOE CU,LITTLE ROCK,AR
282075552,VA HOSPITAL FEDERAL CREDIT UNION,LITTLE ROCK,AR
